TRADE NO 	DATETIME 	TYPE 	SYMBOL 	VOLUME 	OPEN PRICE 	CLOSE PRICE 	SWAP 	COMMISSION 	P&L
81504835 	2021-06-21 07:18 	SELL 	EURCAD 	0.01 	1.47981 	1.47957 	0 	0 	0.16
81517653 	2021-06-21 08:25 	BUY 	AUDCHF 	0.01 	0.69066 	0.69104 	0 	0 	0.34
81517911 	2021-06-21 13:06 	SELL 	GBPCAD 	0.01 	1.72295 	1.72257 	0 	0 	0.26
81518004 	2021-06-21 08:21 	SELL 	EURAUD 	0.01 	1.58438 	1.58417 	0 	0 	0.13
81518824 	2021-06-21 08:46 	BUY 	CADJPY 	0.01 	88.139 	88.192 	0 	0 	0.4
81539531 	2021-06-21 12:08 	SELL 	EURCHF 	0.01 	1.09557 	1.09527 	0 	0 	0.27
81539630 	2021-06-21 11:01 	SELL 	GBPAUD 	0.01 	1.84626 	1.84585 	0 	0 	0.26
81675388 	2021-06-22 07:49 	SELL 	GBPCHF 	0.01 	1.27891 	1.27866 	0 	0 	0.23
81746087 	2021-06-22 15:47 	SELL 	USDJPY 	0.01 	110.698 	110.67 	0 	0 	0.21
81746140 	2021-06-22 16:02 	SELL 	GBPAUD 	0.01 	1.85087 	1.85059 	0 	0 	0.18
81752883 	2021-06-22 17:30 	SELL 	USDJPY 	0.01 	110.727 	110.71 	0 	0 	0.13
81752947 	2021-06-22 19:25 	SELL 	GBPCHF 	0.01 	1.28125 	1.28026 	0 	0 	0.91
81753009 	2021-06-23 02:44 	SELL 	NZDCHF 	0.01 	0.64416 	0.64383 	-0.09 	0 	0.3
81888363 	2021-06-23 09:36 	SELL 	USDJPY 	0.01 	110.883 	110.847 	0 	0 	0.27
81888672 	2021-06-23 09:06 	BUY 	EURGBP 	0.01 	0.85426 	0.8544 	0 	0 	0.16
81888970 	2021-06-23 08:30 	BUY 	EURCAD 	0.01 	1.46788 	1.46862 	0 	0 	0.5
81889206 	2021-06-23 12:36 	SELL 	GBPJPY 	0.01 	154.795 	154.775 	0 	0 	0.15
81908773 	2021-06-23 09:32 	BUY 	AUDCAD 	0.01 	0.92935 	0.92988 	0 	0 	0.37
81909016 	2021-06-23 15:52 	SELL 	CADCHF 	0.01 	0.74631 	0.74602 	0 	0 	0.26
81992219 	2021-06-23 14:56 	SELL 	CADJPY 	0.01 	90.328 	90.311 	0 	0 	0.13
82106835 	2021-06-24 14:35 	SELL 	EURCHF 	0.01 	1.09708 	1.09666 	0 	0 	0.38
82106931 	2021-06-24 10:32 	SELL 	GBPCHF 	0.01 	1.28417 	1.28394 	0 	0 	0.21
82107038 	2021-06-24 09:31 	SELL 	CADCHF 	0.01 	0.74781 	0.74766 	0 	0 	0.14
82126927 	2021-06-24 15:35 	SELL 	NZDCHF 	0.01 	0.64863 	0.6483 	0 	0 	0.3
82864866 	2021-06-28 21:25 	BUY 	AUDJPY 	0.01 	83.65 	83.68 	0 	0 	0.23
83145252 	2021-06-29 12:17 	SELL 	EURAUD 	0.01 	1.58213 	1.58142 	0 	0 	0.45
83145769 	2021-06-29 12:17 	SELL 	EURNZD 	0.01 	1.70216 	1.70193 	0 	0 	0.14
83146465 	2021-06-30 15:49 	BUY 	AUDJPY 	0.01 	83.215 	83.271 	0.02 	0 	0.43
83147633 	2021-06-30 07:50 	BUY 	NZDJPY 	0.01 	77.326 	77.39 	0.01 	0 	0.49
83541652 	2021-06-30 07:12 	BUY 	XAUUSD 	0.01 	1758.54 	1758.88 	0 	0 	0.29
83541845 	2021-06-30 07:41 	SELL 	USDCHF 	0.01 	0.92138 	0.92107 	0 	0 	0.29
83542110 	2021-06-30 07:42 	SELL 	EURCHF 	0.01 	1.09669 	1.09644 	0 	0 	0.23
83543028 	2021-06-30 07:57 	BUY 	XAGUSD 	0.01 	25.812 	25.844 	0 	0 	1.34
83807771 	2021-06-30 14:28 	BUY 	XAUUSD 	0.01 	1757.34 	1757.41 	0 	0 	0.06
83808330 	2021-06-30 14:31 	BUY 	AUDUSD 	0.01 	0.74987 	0.75011 	0 	0 	0.21
83808530 	2021-06-30 14:32 	SELL 	USDCHF 	0.01 	0.92432 	0.92411 	0 	0 	0.19
83808936 	2021-06-30 14:30 	SELL 	EURNZD 	0.01 	1.70294 	1.70262 	0 	0 	0.19
83847421 	2021-06-30 15:54 	BUY 	EURCAD 	0.01 	1.46707 	1.46783 	0 	0 	0.52
83984663 	2021-07-01 06:33 	BUY 	GBPUSD 	0.01 	1.38099 	1.38117 	0 	0 	0.15
83984838 	2021-07-01 07:23 	SELL 	USDCHF 	0.01 	0.92615 	0.92581 	0 	0 	0.31
83985069 	2021-07-01 09:48 	BUY 	AUDNZD 	0.01 	1.07186 	1.07214 	0 	0 	0.17
83985184 	2021-07-01 10:23 	SELL 	CADCHF 	0.01 	0.74634 	0.74607 	0 	0 	0.25
84044537 	2021-07-01 12:01 	SELL 	USDJPY 	0.01 	111.482 	111.448 	0 	0 	0.26
84052152 	2021-07-01 12:21 	SELL 	CADJPY 	0.01 	89.908 	89.882 	0 	0 	0.2
84052240 	2021-07-01 13:42 	BUY 	AUDCAD 	0.01 	0.92838 	0.92855 	0 	0 	0.11
84052372 	2021-07-01 16:25 	BUY 	GBPCAD 	0.01 	1.71053 	1.7107 	0 	0 	0.12
84123627 	2021-07-01 16:30 	SELL 	EURAUD 	0.01 	1.58749 	1.58695 	0 	0 	0.34
84123984 	2021-07-01 16:20 	SELL 	EURGBP 	0.01 	0.86115 	0.861 	0 	0 	0.17 



